word1,word2,POS,SimLex999,conc_word1,conc_word2,concQ,assoc_usf,SimAssoc333,sd_simLex,stim,stimulusID,list
bone,neck,N,2.53,4.9,5,4,0.18,0,1.05,bone / neck,539,2
frustration,anger,N,6.5,2.06,2.41,1,0.17,0,0.39,frustration / anger,540,2
river,sea,N,5.72,4.89,4.79,4,0.17,0,0.39,river / sea,541,2
task,job,N,8.87,2.84,3.19,2,0.16,0,1.75,task / job,542,2
club,society,N,5.23,3.78,2.54,2,0.16,0,1.59,club / society,543,2
reflection,image,N,7.27,3.29,3.85,2,0.16,0,1.06,reflection / image,544,2
prince,king,N,5.92,4.44,4.1,3,0.16,0,1.05,prince / king,545,2
snow,weather,N,5.48,4.85,3.83,3,0.16,0,1.36,snow / weather,546,2
people,party,N,2.2,4.82,3.89,3,0.16,0,1.42,people / party,547,2
boy,brother,N,6.67,4.76,4.43,3,0.16,0,1.58,boy / brother,548,2
root,grass,N,3.55,4.34,4.93,3,0.16,0,1.35,root / grass,549,2
brow,eye,N,3.82,4.39,4.9,3,0.16,0,1.41,brow / eye,550,2
money,pearl,N,2.1,4.54,4.87,3,0.16,0,1.94,money / pearl,551,2
money,diamond,N,3.42,4.54,4.89,3,0.16,0,1.37,money / diamond,552,2
vehicle,bus,N,6.47,4.64,4.9,4,0.16,0,1.38,vehicle / bus,553,2
cab,bus,N,5.6,4.88,4.9,4,0.16,0,1.64,cab / bus,554,2
house,barn,N,4.33,5,4.79,4,0.16,0,1.6,house / barn,555,2
finger,palm,N,3.33,5,4.83,4,0.16,0,1.5,finger / palm,556,2
car,bridge,N,0.95,4.89,4.97,4,0.16,0,1.2,car / bridge,557,2
effort,difficulty,N,4.45,2.33,1.9,1,0.15,0,1.22,effort / difficulty,558,2
fact,insight,N,4.77,2.72,1.72,1,0.15,0,1.11,fact / insight,559,2
job,management,N,3.97,3.19,2.72,2,0.15,0,1.33,job / management,560,2
cancer,sickness,N,7.93,3.86,3.45,2,0.15,0,1.57,cancer / sickness,561,2
word,newspaper,N,2.47,3.56,4.82,3,0.15,0,0.94,word / newspaper,562,2
composer,writer,N,6.58,4.37,4.32,3,0.15,0,0.8,composer / writer,563,2
actor,singer,N,4.52,4.57,4.62,3,0.15,0,1.26,actor / singer,564,2
shelter,hut,N,6.47,4.64,4.65,3,0.15,0,1.59,shelter / hut,565,2
bathroom,kitchen,N,3.1,4.52,4.97,4,0.15,0,1.22,bathroom / kitchen,566,2
cabin,hut,N,6.53,4.92,4.65,4,0.15,0,1.37,cabin / hut,567,2
door,kitchen,N,1.67,4.81,4.97,4,0.15,0,0.44,door / kitchen,568,2
value,belief,N,7.07,1.62,1.19,1,0.14,0,0.95,value / belief,569,2
wisdom,intelligence,N,7.47,1.53,2.24,1,0.14,0,1.33,wisdom / intelligence,570,2
ignorance,intelligence,N,1.5,1.6,2.24,1,0.14,0,1.3,ignorance / intelligence,571,2
happiness,luck,N,2.38,2.6,1.33,1,0.14,0,1.2,happiness / luck,572,2
idea,scheme,N,6.75,1.61,2.41,1,0.14,0,1.47,idea / scheme,573,2
mood,emotion,N,8.12,1.75,2.44,1,0.14,0,1.64,mood / emotion,574,2
happiness,peace,N,6.03,2.6,1.62,1,0.14,0,1.35,happiness / peace,575,2
despair,misery,N,7.22,2.21,2.04,1,0.14,0,1.06,despair / misery,576,2
logic,arithmetic,N,3.97,1.72,2.74,1,0.14,0,1.81,logic / arithmetic,577,2
denial,confession,N,1.03,2.46,2.4,1,0.14,0,1.64,denial / confession,578,2
argument,criticism,N,5.08,2.85,2.07,1,0.14,0,1.07,argument / criticism,579,2
aggression,hostility,N,8.48,2.68,2.24,1,0.14,0,0.44,aggression / hostility,580,2
hysteria,confusion,N,6.33,2.86,2.24,1,0.14,0,0.44,hysteria / confusion,581,2
chemistry,theory,N,3.17,3.64,1.47,1,0.14,0,1.4,chemistry / theory,582,2
trial,verdict,N,3.33,3.07,2.19,2,0.14,0,1.18,trial / verdict,583,2
comfort,safety,N,5.8,2.89,2.37,2,0.14,0,1.21,comfort / safety,584,2
confidence,self,N,3.12,2.17,3.1,2,0.14,0,1.24,confidence / self,585,2
vision,perception,N,6.88,3.39,2,2,0.14,0,1.31,vision / perception,586,2
era,decade,N,5.4,2.24,3.19,2,0.14,0,1.02,era / decade,587,2
biography,fiction,N,1.38,3.39,2.14,2,0.14,0,1.24,biography / fiction,588,2
discussion,argument,N,5.48,3.07,2.85,2,0.14,0,1.43,discussion / argument,589,2
code,symbol,N,6.03,3,3.11,2,0.14,0,1.67,code / symbol,590,2
danger,disease,N,3,2.68,3.45,2,0.14,0,0.44,danger / disease,591,2
accident,catastrophe,N,5.9,3.26,2.96,2,0.14,0,1.63,accident / catastrophe,592,2
journey,trip,N,8.88,2.57,3.71,2,0.14,0,1.14,journey / trip,593,2
activity,movement,N,7.15,2.72,3.63,2,0.14,0,1.1,activity / movement,594,2
gossip,news,N,5.22,3,3.41,2,0.14,0,1.21,gossip / news,595,2
father,god,N,3.57,4.52,2.07,2,0.14,0,1.31,father / god,596,2
action,course,N,5.45,2.86,3.82,2,0.14,0,1.75,action / course,597,2
fever,illness,N,7.65,3.27,3.54,2,0.14,0,1.54,fever / illness,598,2
aviation,flight,N,8.18,3.39,3.9,2,0.14,0,1.83,aviation / flight,599,2
game,action,N,4.85,4.5,2.86,2,0.14,0,1.12,game / action,600,2
molecule,air,N,3.05,3.27,4.11,2,0.14,0,1.84,molecule / air,601,2
home,state,N,2.58,4.11,3.52,3,0.14,0,1.6,home / state,602,2
word,literature,N,4.77,3.56,4.1,3,0.14,0,0.59,word / literature,603,2
adult,guardian,N,6.9,4.4,3.28,3,0.14,0,1.19,adult / guardian,604,2
newspaper,information,N,5.65,4.82,2.87,3,0.14,0,1.31,newspaper / information,605,2
communication,television,N,5.6,2.9,4.83,3,0.14,0,1.27,communication / television,606,2
cousin,uncle,N,4.63,3.7,4.24,3,0.14,0,1.84,cousin / uncle,607,2
author,reader,N,1.6,4.26,3.89,3,0.14,0,1.47,author / reader,608,2
guy,partner,N,3.57,4.68,3.53,3,0.14,0,1.24,guy / partner,609,2
area,corner,N,2.07,3.72,4.61,3,0.14,0,1.41,area / corner,610,2
ballad,song,N,7.53,3.88,4.46,3,0.14,0,0.84,ballad / song,611,2
wall,decoration,N,2.62,4.86,3.53,3,0.14,0,0.89,wall / decoration,612,2
word,page,N,2.92,3.56,4.9,3,0.14,0,0.99,word / page,613,2
nurse,scientist,N,2.08,4.39,4.24,3,0.14,0,1.06,nurse / scientist,614,2
politician,president,N,7.38,4.33,4.4,3,0.14,0,1.05,politician / president,615,2
president,mayor,N,5.68,4.4,4.37,3,0.14,0,1.4,president / mayor,616,2
book,essay,N,4.72,4.9,3.97,3,0.14,0,1.3,book / essay,617,2
man,warrior,N,4.72,4.79,4.17,3,0.14,0,1.03,man / warrior,618,2
article,journal,N,6.18,4.33,4.63,3,0.14,0,1.45,article / journal,619,2
breakfast,supper,N,4.4,4.43,4.63,3,0.14,0,1.47,breakfast / supper,620,2
crowd,parade,N,3.93,4.52,4.54,3,0.14,0,1.05,crowd / parade,621,2
aisle,hallway,N,6.75,4.35,4.74,3,0.14,0,1.36,aisle / hallway,622,2
teacher,rabbi,N,4.37,4.52,4.64,3,0.14,0,1.12,teacher / rabbi,623,2
hip,lip,N,1.43,4.21,4.96,3,0.14,0,1.45,hip / lip,624,2
book,article,N,5.43,4.9,4.33,3,0.14,0,0.95,book / article,625,2
room,cell,N,4.58,4.79,4.44,3,0.14,0,1.28,room / cell,626,2
box,booth,N,3.8,4.9,4.42,3,0.14,0,1.38,box / booth,627,2
daughter,kid,N,4.17,4.79,4.56,3,0.14,0,1.24,daughter / kid,628,2
limb,leg,N,6.9,4.64,4.83,4,0.14,0,1.23,limb / leg,629,2
liver,lung,N,2.7,4.68,4.82,4,0.14,0,1.38,liver / lung,630,2
classroom,hallway,N,2,4.76,4.74,4,0.14,0,1.23,classroom / hallway,631,2
mountain,ledge,N,3.73,4.96,4.72,4,0.14,0,1.21,mountain / ledge,632,2
car,elevator,N,1.03,4.89,4.79,4,0.14,0,1.19,car / elevator,633,2
bed,couch,N,3.42,5,4.71,4,0.14,0,1.85,bed / couch,634,2
clothes,button,N,2.3,4.76,4.96,4,0.14,0,1.44,clothes / button,635,2
clothes,coat,N,5.35,4.76,4.97,4,0.14,0,1.37,clothes / coat,636,2
kidney,organ,N,6.17,4.96,4.77,4,0.14,0,0.95,kidney / organ,637,2
apple,sauce,N,1.43,5,4.75,4,0.14,0,2.11,apple / sauce,638,2
chicken,steak,N,3.73,4.8,4.96,4,0.14,0,1.39,chicken / steak,639,2
car,hose,N,0.87,4.89,4.87,4,0.14,0,0.78,car / hose,640,2
tobacco,cigarette,N,7.5,4.88,4.88,4,0.14,0,1.49,tobacco / cigarette,641,2
student,professor,N,1.95,4.92,4.86,4,0.14,0,1.13,student / professor,642,2
baby,daughter,N,5,5,4.79,4,0.14,0,1.29,baby / daughter,643,2
pipe,cigar,N,6.03,4.88,4.93,4,0.14,0,1.01,pipe / cigar,644,2
milk,juice,N,4.05,4.92,4.89,4,0.14,0,1.46,milk / juice,645,2
box,cigar,N,1.25,4.9,4.93,4,0.14,0,1.89,box / cigar,646,2
apartment,hotel,N,3.33,4.9,4.93,4,0.14,0,1.18,apartment / hotel,647,2
cup,cone,N,3.17,5,4.86,4,0.14,0,1.13,cup / cone,648,2
horse,ox,N,3.02,5,4.86,4,0.14,0,1.18,horse / ox,649,2
throat,nose,N,2.8,4.97,4.89,4,0.14,0,1.12,throat / nose,650,2
bone,teeth,N,4.17,4.9,4.96,4,0.14,0,1.92,bone / teeth,651,2
bone,elbow,N,3.78,4.9,5,4,0.14,0,1.58,bone / elbow,652,2
bacon,bean,N,1.22,4.9,5,4,0.14,0,0.92,bacon / bean,653,2
cup,jar,N,5.13,5,5,4,0.14,0,1.17,cup / jar,654,2
proof,fact,N,7.3,2.67,2.72,2,0.13,0,1.7,proof / fact,655,2
appointment,engagement,N,6.75,3,2.75,2,0.13,0,1.59,appointment / engagement,656,2
birthday,year,N,1.67,3.2,3.25,2,0.13,0,1.69,birthday / year,657,2
word,clue,N,2.53,3.56,2.93,2,0.13,0,1.65,word / clue,658,2
author,creator,N,8.02,4.26,3.07,2,0.13,0,1.5,author / creator,659,2
atom,carbon,N,3.1,3.34,4.22,3,0.13,0,0.93,atom / carbon,660,2
archbishop,bishop,N,7.05,4.14,4.21,3,0.13,0,1.59,archbishop / bishop,661,2
letter,paragraph,N,4,4.7,3.96,3,0.13,0,1.12,letter / paragraph,662,2
page,paragraph,N,3.03,4.9,3.96,3,0.13,0,1.37,page / paragraph,663,2
steeple,chapel,N,7.08,4.74,4.6,3,0.13,0,1.03,steeple / chapel,664,2
muscle,bone,N,3.65,4.5,4.9,3,0.13,0,1.68,muscle / bone,665,2
muscle,tongue,N,5,4.5,4.93,3,0.13,0,1.65,muscle / tongue,666,2
boy,soldier,N,2.15,4.76,4.72,4,0.13,0,1.51,boy / soldier,667,2
belly,abdomen,N,8.13,4.8,4.7,4,0.13,0,1.53,belly / abdomen,668,2
guy,girl,N,3.33,4.68,4.85,4,0.13,0,1.9,guy / girl,669,2
bed,chair,N,3.5,5,4.58,4,0.13,0,1.26,bed / chair,670,2
clothes,jacket,N,5.15,4.76,4.86,4,0.13,0,0.74,clothes / jacket,671,2
gun,knife,N,3.65,4.83,4.9,4,0.13,0,1.03,gun / knife,672,2
tin,metal,N,5.63,4.87,4.87,4,0.13,0,1.15,tin / metal,673,2
bottle,container,N,7.93,4.91,4.85,4,0.13,0,1.38,bottle / container,674,2
hen,turkey,N,6.13,4.9,4.89,4,0.13,0,1.6,hen / turkey,675,2
meat,bread,N,1.67,4.9,4.92,4,0.13,0,1.62,meat / bread,676,2
arm,bone,N,3.83,4.96,4.9,4,0.13,0,1.94,arm / bone,677,2
neck,spine,N,5.32,5,4.88,4,0.13,0,1.16,neck / spine,678,2
apple,lemon,N,4.05,5,5,4,0.13,0,1.58,apple / lemon,679,2
agony,grief,N,7.63,2.38,2.7,1,0.12,0,1.94,agony / grief,680,2
assignment,task,N,8.7,3.86,2.84,2,0.12,0,1.37,assignment / task,681,2
night,dawn,N,2.95,4.52,4.46,3,0.12,0,1.53,night / dawn,682,2
dinner,soup,N,3.72,4.5,4.72,3,0.12,0,1.89,dinner / soup,683,2
calf,bull,N,4.93,4.48,4.85,3,0.12,0,1.67,calf / bull,684,2
snow,storm,N,4.8,4.85,4.7,4,0.12,0,0.88,snow / storm,685,2
nail,hand,N,3.42,4.93,4.72,4,0.12,0,1.14,nail / hand,686,2
dog,horse,N,2.38,4.85,5,4,0.12,0,1.39,dog / horse,687,2
arm,neck,N,1.58,4.96,5,4,0.12,0,0.72,arm / neck,688,2
ball,glove,N,1.75,5,4.97,4,0.12,0,1.27,ball / glove,689,2
flu,fever,N,6.08,3.65,3.27,2,0.11,0,1.58,flu / fever,690,2
fee,salary,N,3.72,3.89,3.69,3,0.11,0,1.26,fee / salary,691,2
nerve,brain,N,3.88,3.89,4.69,3,0.11,0,1.74,nerve / brain,692,2
beast,animal,N,7.83,4.63,4.61,3,0.11,0,1.64,beast / animal,693,2
dinner,chicken,N,2.85,4.5,4.8,3,0.11,0,1.5,dinner / chicken,694,2
girl,maid,N,2.93,4.85,4.64,4,0.11,0,0.9,girl / maid,695,2
child,boy,N,5.75,4.78,4.76,4,0.11,0,1.82,child / boy,696,2
alcohol,wine,N,7.42,4.76,4.79,4,0.11,0,1.53,alcohol / wine,697,2
nose,mouth,N,3.73,4.89,4.74,4,0.11,0,1.5,nose / mouth,698,2
street,car,N,2.38,4.75,4.89,4,0.11,0,1.16,street / car,699,2
bell,door,N,2.2,4.96,4.81,4,0.11,0,1.46,bell / door,700,2
box,hat,N,1.3,4.9,4.88,4,0.11,0,1.15,box / hat,701,2
belief,impression,N,5.95,1.19,2.23,1,0.1,0,0.72,belief / impression,702,2
bias,opinion,N,5.6,1.68,1.93,1,0.1,0,1.16,bias / opinion,703,2
attention,awareness,N,8.73,2.3,1.84,1,0.1,0,1.64,attention / awareness,704,2
anger,mood,N,4.1,2.41,1.75,1,0.1,0,1.87,anger / mood,705,2
elegance,style,N,5.72,2.18,2.67,1,0.1,0,1.76,elegance / style,706,2
beauty,age,N,1.58,2.93,2.86,2,0.1,0,1.54,beauty / age,707,2
book,theme,N,2.58,4.9,2.72,3,0.1,0,0.81,book / theme,708,2
friend,mother,N,2.53,3.07,4.6,3,0.1,0,1.54,friend / mother,709,2
vitamin,iron,N,5.55,4.48,4.59,3,0.1,0,1.14,vitamin / iron,710,2
car,factory,N,2.75,4.89,4.76,4,0.1,0,1.43,car / factory,711,2
pact,condition,N,2.45,2.52,2.15,1,0,0,1.59,pact / condition,712,2
chapter,choice,N,0.48,3.43,1.9,2,0,0,0.86,chapter / choice,713,2
arithmetic,rhythm,N,2.35,2.74,3.07,2,0,0,2.08,arithmetic / rhythm,714,2
winner,presence,N,1.08,3.21,2.72,2,0,0,1.12,winner / presence,715,2
belief,flower,N,0.4,1.19,5,2,0,0,1.19,belief / flower,716,2
winner,goal,N,3.23,3.21,3.06,2,0,0,1.67,winner / goal,717,2
trick,size,N,0.48,3.36,3.13,2,0,0,0.59,trick / size,718,2
choice,vein,N,0.98,1.9,4.63,2,0,0,1.11,choice / vein,719,2
hymn,conquest,N,0.68,4.04,2.54,2,0,0,0.88,hymn / conquest,720,2
endurance,band,N,0.4,2,4.68,2,0,0,0.44,endurance / band,721,2
jail,choice,N,1.08,4.83,1.9,2,0,0,1.08,jail / choice,722,2
condition,boy,N,0.48,2.15,4.76,2,0,0,0.8,condition / boy,723,2
flower,endurance,N,0.4,5,2,2,0,0,1.7,flower / endurance,724,2
hole,agreement,N,0.3,4.81,2.22,2,0,0,1.72,hole / agreement,725,2
doctor,temper,N,0.48,4.69,2.56,2,0,0,1.44,doctor / temper,726,2
fraternity,door,N,0.68,2.46,4.81,2,0,0,0.94,fraternity / door,727,2
task,woman,N,0.68,2.84,4.46,2,0,0,0.34,task / woman,728,2
fraternity,baseball,N,0.88,2.46,4.86,2,0,0,0.98,fraternity / baseball,729,2
cent,size,N,0.4,4.19,3.13,2,0,0,1.24,cent / size,730,2
presence,door,N,0.48,2.72,4.81,3,0,0,0.83,presence / door,731,2
mouse,management,N,0.48,4.83,2.72,3,0,0,1.59,mouse / management,732,2
task,highway,N,0.48,2.84,4.72,3,0,0,1.34,task / highway,733,2
liquor,century,N,0.4,4.73,2.83,3,0,0,1.31,liquor / century,734,2
task,straw,N,0.68,2.84,4.77,3,0,0,1.53,task / straw,735,2
island,task,N,0.3,4.96,2.84,3,0,0,0.96,island / task,736,2
night,chapter,N,0.48,4.52,3.43,3,0,0,0.92,night / chapter,737,2
pollution,president,N,0.68,3.75,4.4,3,0,0,1.6,pollution / president,738,2
gun,trick,N,0.48,4.83,3.36,3,0,0,1.41,gun / trick,739,2
bath,trick,N,0.58,4.85,3.36,3,0,0,1.28,bath / trick,740,2
diet,apple,N,1.18,3.21,5,3,0,0,1.56,diet / apple,741,2
cent,wife,N,0.58,4.19,4.13,3,0,0,1.7,cent / wife,742,2
chapter,tail,N,0.3,3.43,4.96,3,0,0,1.57,chapter / tail,743,2
course,stomach,N,0.58,3.82,4.89,3,0,0,0.87,course / stomach,744,2
hymn,straw,N,0.4,4.04,4.77,3,0,0,1.64,hymn / straw,745,2
dentist,colonel,N,0.4,4.93,3.89,3,0,0,1.7,dentist / colonel,746,2
wife,straw,N,0.4,4.13,4.77,3,0,0,1.53,wife / straw,747,2
hole,wife,N,0.68,4.81,4.13,3,0,0,1.18,hole / wife,748,2
pupil,president,N,0.78,4.55,4.4,3,0,0,1.28,pupil / president,749,2
bath,wife,N,0.48,4.85,4.13,3,0,0,1.42,bath / wife,750,2
people,cent,N,0.48,4.82,4.19,3,0,0,1.61,people / cent,751,2
formula,log,N,1.77,4.11,4.96,3,0,0,1.51,formula / log,752,2
woman,fur,N,0.58,4.46,4.69,3,0,0,0.99,woman / fur,753,2
apple,sunshine,N,0.58,5,4.21,3,0,0,1.2,apple / sunshine,754,2
gun,dawn,N,1.18,4.83,4.46,3,0,0,1.57,gun / dawn,755,2
meal,waist,N,0.98,4.62,4.72,3,0,0,1.58,meal / waist,756,2
camera,president,N,0.48,5,4.4,3,0,0,1.56,camera / president,757,2
liquor,band,N,0.68,4.73,4.68,3,0,0,0.91,liquor / band,758,2
stomach,vein,N,2.35,4.89,4.63,4,0,0,1.2,stomach / vein,759,2
gun,fur,N,0.3,4.83,4.69,4,0,0,1.8,gun / fur,760,2
couch,baseball,N,0.88,4.71,4.86,4,0,0,1.32,couch / baseball,761,2
worker,camera,N,0.68,4.59,5,4,0,0,1.21,worker / camera,762,2
deck,mouse,N,0.48,4.77,4.83,4,0,0,1.48,deck / mouse,763,2
rice,boy,N,0.4,4.86,4.76,4,0,0,1.72,rice / boy,764,2
people,gun,N,0.68,4.82,4.83,4,0,0,1.47,people / gun,765,2
cliff,tail,N,0.3,4.71,4.96,4,0,0,1.57,cliff / tail,766,2
ankle,window,N,0.3,4.81,4.86,4,0,0,1.8,ankle / window,767,2
princess,island,N,0.3,4.72,4.96,4,0,0,1.36,princess / island,768,2
container,mouse,N,0.3,4.85,4.83,4,0,0,0.95,container / mouse,769,2
wagon,container,N,2.65,4.89,4.85,4,0,0,0.85,wagon / container,770,2
people,balloon,N,0.48,4.82,4.92,4,0,0,1.96,people / balloon,771,2
dollar,people,N,0.4,4.93,4.82,4,0,0,1.42,dollar / people,772,2
bath,balloon,N,0.4,4.85,4.92,4,0,0,1.41,bath / balloon,773,2
stomach,bedroom,N,0.4,4.89,4.9,4,0,0,0.97,stomach / bedroom,774,2
bicycle,bedroom,N,0.4,4.89,4.9,4,0,0,1.47,bicycle / bedroom,775,2
log,bath,N,0.4,4.96,4.85,4,0,0,1.63,log / bath,776,2
bowl,tail,N,0.48,4.87,4.96,4,0,0,1,bowl / tail,777,2
go,come,V,2.42,3.15,2.72,2,5.75,1,1.51,go / come,778,2
take,steal,V,6.18,3.06,3.84,2,3.28,1,1.69,take / steal,779,2
listen,hear,V,8.17,3.47,3.66,2,3.22,1,1.72,listen / hear,780,2
think,rationalize,V,8.25,2.41,1.52,1,3.17,1,1.13,think / rationalize,781,2
occur,happen,V,9.32,1.84,1.78,1,2.87,1,1.34,occur / happen,782,2
vanish,disappear,V,9.8,2.77,2.86,2,2.76,1,0.46,vanish / disappear,783,2
multiply,divide,V,1.75,2.79,2.86,2,2.53,1,1.32,multiply / divide,784,2
plead,beg,V,9.08,2.59,2.96,2,2.5,1,1.26,plead / beg,785,2
begin,originate,V,8.2,2.56,2.23,1,2.44,1,0.75,begin / originate,786,2
protect,defend,V,9.13,2.86,2.31,1,2.28,1,1.29,protect / defend,787,2
kill,destroy,V,5.9,3.9,3.08,2,2,1,1.93,kill / destroy,788,2
create,make,V,8.72,2.62,2.67,2,1.72,1,1.14,create / make,789,2
accept,reject,V,0.83,3.03,2.4,2,1.69,1,1.28,accept / reject,790,2
ignore,avoid,V,6.87,2.22,2.41,1,1.56,1,1.22,ignore / avoid,791,2
carry,bring,V,5.8,4.04,2.55,2,1.37,1,1.24,carry / bring,792,2
leave,enter,V,0.95,2.53,3.12,2,1.3,1,1.91,leave / enter,793,2
choose,elect,V,7.62,2.62,2.41,1,1.28,1,1.14,choose / elect,794,2
lose,fail,V,7.33,2.25,3,2,1.28,1,1.79,lose / fail,795,2
encourage,discourage,V,1.58,2.61,1.9,1,1.23,1,1.55,encourage / discourage,796,2
achieve,accomplish,V,8.57,2.29,2.33,1,1.22,1,0.94,achieve / accomplish,797,2
make,construct,V,8.33,2.67,2.6,2,1.2,1,0.85,make / construct,798,2
listen,obey,V,4.93,3.47,2.67,2,1.19,1,1.33,listen / obey,799,2
inform,notify,V,9.25,2.25,3.04,2,1.15,1,0.44,inform / notify,800,2
receive,give,V,1.47,2.69,2.83,2,1.11,1,1.19,receive / give,801,2
borrow,beg,V,2.62,3.1,2.96,2,1,1,1.89,borrow / beg,802,2
take,obtain,V,7.1,3.06,3,2,0.9,1,1.01,take / obtain,803,2
advise,recommend,V,8.1,2.03,1.74,1,0.89,1,1.6,advise / recommend,804,2
imitate,portray,V,6.75,2.66,2.18,1,0.89,1,1.13,imitate / portray,805,2
win,succeed,V,7.9,2.67,2.33,1,0.89,1,1.83,win / succeed,806,2
think,decide,V,5.13,2.41,1.92,1,0.88,1,1.4,think / decide,807,2
greet,meet,V,6.17,2.96,3,2,0.83,1,1.73,greet / meet,808,2
agree,argue,V,0.77,2.31,2.75,1,0.81,1,1.68,agree / argue,809,2
enjoy,entertain,V,5.92,2.29,2.55,1,0.79,1,1.27,enjoy / entertain,810,2
destroy,make,V,1.6,3.08,2.67,2,0.78,1,1.72,destroy / make,811,2
save,protect,V,6.58,2.42,2.86,2,0.74,1,0.44,save / protect,812,2
give,lend,V,7.22,2.83,3.07,2,0.72,1,0.93,give / lend,813,2
understand,know,V,7.47,2.28,1.68,1,0.71,1,1.26,understand / know,814,2
take,receive,V,5.08,3.06,2.69,2,0.7,1,0.48,take / receive,815,2
accept,acknowledge,V,6.88,3.03,2.03,1,0.69,1,1.63,accept / acknowledge,816,2
decide,choose,V,8.87,1.92,2.62,1,0.67,1,1.26,decide / choose,817,2
accept,believe,V,6.75,3.03,1.55,1,0.67,1,1.61,accept / believe,818,2
keep,possess,V,8.27,2.37,2.6,1,0.62,1,0.8,keep / possess,819,2
roam,wander,V,8.83,2.85,2.28,1,0.61,1,0.89,roam / wander,820,2
succeed,fail,V,0.83,2.33,3,2,0.61,1,1.44,succeed / fail,821,2
spend,save,V,0.55,2.93,2.42,2,0.61,1,1.06,spend / save,822,2
leave,go,V,7.63,2.53,3.15,2,0.61,1,1.49,leave / go,823,2
come,attend,V,8.1,2.72,3.17,2,0.61,1,1.6,come / attend,824,2
know,believe,V,5.5,1.68,1.55,1,0.6,1,1.18,know / believe,825,2
gather,meet,V,7.3,2.75,3,2,0.55,1,0.59,gather / meet,826,2
make,earn,V,7.62,2.67,2.39,1,0.54,1,1.92,make / earn,827,2
forget,ignore,V,3.07,2.04,2.22,1,0.5,1,1.25,forget / ignore,828,2
multiply,add,V,2.7,2.79,3,2,0.5,1,1.8,multiply / add,829,2
shrink,grow,V,0.23,3.55,3.03,2,0.5,1,1.2,shrink / grow,830,2
